GEOID,adult_target,allocated_adults,ndvi_covered_adults,ndvi_population_coverage,tract_count
21111,604298.0,604298.0000000002,604298.0000000002,1.0000000000000004,190
21113,40967.0,40966.99999999997,40966.99999999997,0.9999999999999993,9
21117,129828.0,129827.99999999997,129827.99999999997,0.9999999999999998,41
21123,11624.0,11624.0,11624.0,1.0,4
21149,7016.0,7016.000000000002,7016.000000000002,1.0000000000000002,3
21163,23369.0,23369.000000000015,23369.000000000015,1.0000000000000007,7
21185,51362.0,51361.999999999985,51361.999999999985,0.9999999999999997,14
21191,11286.0,11285.999999999982,11285.999999999982,0.9999999999999983,3
21209,43861.0,43861.00000000002,43861.00000000002,1.0000000000000004,14
21211,37717.0,37716.999999999985,37716.999999999985,0.9999999999999997,9
21215,15376.0,15375.999999999967,15375.999999999967,0.9999999999999979,4
21221,11117.0,11116.999999999965,11116.999999999965,0.9999999999999969,3
21227,105274.0,105273.99999999999,105268.96120647035,0.99995213639142,24
21239,21098.0,21098.000000000007,21098.000000000007,1.0000000000000004,8
